pd,race_eth,age,male,dismissal,st_id,loc2
bds,Black,55,1,NA,70,utica ave and eastern parkway
bds,Black,25,1,NA,70,utica ave and eastern parkway
bds,Black,28,0,NA,70,utica ave and eastern parkway
bds,Black,21,1,NA,70,utica ave and eastern parkway
bds,Black,30,1,NA,70,utica ave and eastern parkway
bds,Black,43,1,NA,150,utica ave and fulton st
bds,Black,29,1,NA,70,utica ave and eastern parkway
bds,Black,19,1,NA,150,utica ave and fulton st
bds,Hispanic,24,0,NA,150,utica ave and fulton st
bds,Black,27,1,NA,150,utica ave and fulton st
bds,Black,21,1,NA,150,utica ave and fulton st
bds,Black,34,1,NA,150,utica ave and fulton st
bds,Hispanic,24,1,NA,150,utica ave and fulton st
bds,Black,17,0,NA,150,utica ave and fulton st
bds,NA,31,0,NA,150,utica ave and fulton st
bds,Black,23,1,NA,150,utica ave and fulton st
bds,Black,36,0,NA,150,utica ave and fulton st
bds,Hispanic,28,1,NA,150,utica ave and fulton st
bds,Black,44,1,NA,150,utica ave and fulton st
bds,Black,23,1,NA,150,utica ave and fulton st
bds,Hispanic,16,1,NA,70,utica ave and eastern parkway
bds,NA,0,0,NA,70,utica ave and eastern parkway
bds,Black,48,1,NA,70,utica ave and eastern parkway
bds,Black,18,1,NA,70,utica ave and eastern parkway
bds,Black,39,1,NA,70,utica ave and eastern parkway
bds,Black,25,1,NA,70,utica ave and eastern parkway
bds,Black,17,1,NA,70,utica ave and eastern parkway
bds,Black,41,1,NA,70,utica ave and eastern parkway
bds,Black,25,0,NA,70,utica ave and eastern parkway
bds,Hispanic,25,1,NA,150,utica ave and fulton st
bds,Hispanic,32,1,NA,150,utica ave and fulton st
bds,Hispanic,45,1,NA,150,utica ave and fulton st
bds,Black,59,1,NA,150,utica ave and fulton st
bds,Black,27,1,NA,112,broadway and lorimer st j m station
bds,Black,26,1,NA,105,eastern parkway and kingston ave station
bds,Black,51,1,NA,119,myrtle - wyckoff avs station
bds,Non-Hispanic White,33,1,NA,117,myrtle av and broadway station
bds,Black,25,1,NA,106,kingston - throop avs
bds,Black,25,1,NA,106,kingston - throop avs
bds,Black,24,1,NA,131,nostrand ave and fulton st a c station
bds,Black,27,1,NA,52,broadway junction station
bds,Black,27,1,NA,97,hoyt st 2 3
bds,Black,17,1,NA,44,bedford ave l station
bds,Black,29,1,NA,76,eastern pkwy-brooklyn museum 2 subway 3 subway
bds,Black,17,1,NA,147,sutter avenue station l line
bds,Black,20,1,NA,147,sutter avenue station l line
bds,Black,26,1,NA,148,sutter av - rutland rd 3 line
bds,Black,52,1,NA,147,sutter avenue station l line
bds,Black,16,1,NA,147,sutter avenue station l line
bds,Black,24,1,NA,147,sutter avenue station l line
bds,NA,26,0,NA,147,sutter avenue station l line
bds,Black,26,1,NA,147,sutter avenue station l line
bds,Black,52,1,NA,148,sutter av - rutland rd 3 line
bds,Black,22,1,NA,148,sutter av - rutland rd 3 line
bds,Black,54,1,NA,147,sutter avenue station l line
bds,Black,23,1,NA,147,sutter avenue station l line
bds,Black,16,0,NA,147,sutter avenue station l line
bds,Black,25,1,NA,147,sutter avenue station l line
bds,Black,18,1,NA,147,sutter avenue station l line
bds,Hispanic,54,1,NA,147,sutter avenue station l line
bds,Black,32,1,NA,147,sutter avenue station l line
bds,Black,21,1,NA,148,sutter av - rutland rd 3 line
bds,Black,17,1,NA,147,sutter avenue station l line
bds,Black,35,1,NA,147,sutter avenue station l line
bds,Black,58,1,NA,147,sutter avenue station l line
bds,Black,17,0,NA,147,sutter avenue station l line
bds,Black,35,1,NA,147,sutter avenue station l line
bds,Hispanic,24,1,NA,147,sutter avenue station l line
bds,Hispanic,22,1,NA,147,sutter avenue station l line
bds,Black,17,1,NA,147,sutter avenue station l line
bds,Black,30,1,NA,147,sutter avenue station l line
bds,Black,40,1,NA,148,sutter av - rutland rd 3 line
bds,Black,18,1,NA,148,sutter av - rutland rd 3 line
bds,Black,26,0,NA,148,sutter av - rutland rd 3 line
bds,Hispanic,19,1,NA,147,sutter avenue station l line
bds,Black,41,1,NA,148,sutter av - rutland rd 3 line
bds,Black,20,1,NA,147,sutter avenue station l line
bds,Black,16,1,NA,147,sutter avenue station l line
bds,Black,27,1,NA,147,sutter avenue station l line
bds,Black,51,1,NA,147,sutter avenue station l line
bds,Black,19,1,NA,147,sutter avenue station l line
bds,Black,18,0,NA,147,sutter avenue station l line
bds,Black,17,0,NA,147,sutter avenue station l line
bds,Black,32,1,NA,148,sutter av - rutland rd 3 line
bds,Hispanic,19,0,NA,147,sutter avenue station l line
bds,Black,23,1,NA,147,sutter avenue station l line
bds,Black,18,1,NA,147,sutter avenue station l line
bds,Black,17,0,NA,147,sutter avenue station l line
bds,Hispanic,22,1,NA,147,sutter avenue station l line
bds,Black,16,1,NA,147,sutter avenue station l line
bds,Hispanic,26,1,NA,147,sutter avenue station l line
bds,Black,21,1,NA,147,sutter avenue station l line
bds,Black,24,1,NA,147,sutter avenue station l line
bds,Black,20,1,NA,148,sutter av - rutland rd 3 line
bds,Black,NA,1,NA,148,sutter av - rutland rd 3 line
bds,Black,23,1,NA,148,sutter av - rutland rd 3 line
bds,Black,17,1,NA,148,sutter av - rutland rd 3 line
bds,Black,17,1,NA,147,sutter avenue station l line
bds,Hispanic,51,1,NA,147,sutter avenue station l line
bds,Black,31,1,NA,147,sutter avenue station l line
bds,Black,29,1,NA,147,sutter avenue station l line
bds,Black,53,1,NA,147,sutter avenue station l line
bds,Black,43,1,NA,147,sutter avenue station l line
bds,Hispanic,23,1,NA,147,sutter avenue station l line
bds,Black,28,0,NA,147,sutter avenue station l line
bds,Black,17,1,NA,147,sutter avenue station l line
bds,Black,48,1,NA,147,sutter avenue station l line
bds,Black,28,1,NA,147,sutter avenue station l line
bds,Black,18,1,NA,147,sutter avenue station l line
bds,Black,57,1,NA,147,sutter avenue station l line
bds,Black,22,1,NA,148,sutter av - rutland rd 3 line
bds,Black,26,1,NA,148,sutter av - rutland rd 3 line
bds,Black,18,1,NA,148,sutter av - rutland rd 3 line
bds,Non-Hispanic White,18,1,NA,147,sutter avenue station l line
bds,NA,18,1,NA,147,sutter avenue station l line
bds,Black,18,1,NA,147,sutter avenue station l line
bds,Black,30,1,NA,147,sutter avenue station l line
bds,Black,28,1,NA,148,sutter av - rutland rd 3 line
bds,Black,27,1,NA,148,sutter av - rutland rd 3 line
bds,Hispanic,46,0,NA,148,sutter av - rutland rd 3 line
bds,Other,21,0,NA,148,sutter av - rutland rd 3 line
bds,Black,20,1,NA,148,sutter av - rutland rd 3 line
bds,Black,23,1,NA,148,sutter av - rutland rd 3 line
bds,Black,17,1,NA,148,sutter av - rutland rd 3 line
bds,Black,37,1,NA,148,sutter av - rutland rd 3 line
bds,Black,45,1,NA,148,sutter av - rutland rd 3 line
bds,Black,36,1,NA,147,sutter avenue station l line
bds,Black,25,1,NA,147,sutter avenue station l line
bds,Black,22,1,NA,148,sutter av - rutland rd 3 line
bds,Black,23,1,NA,148,sutter av - rutland rd 3 line
bds,Black,24,1,NA,148,sutter av - rutland rd 3 line
bds,Black,37,1,NA,148,sutter av - rutland rd 3 line
bds,Black,27,1,NA,148,sutter av - rutland rd 3 line
bds,Black,23,1,NA,148,sutter av - rutland rd 3 line
bds,Black,25,1,NA,155,wilson av l subway
bds,Black,26,1,NA,147,sutter avenue station l line
bds,Hispanic,21,1,NA,154,w 8 st - ny aquarium
bds,Black,26,1,NA,66,coney island-stillwell ave
bds,Black,18,1,NA,66,coney island-stillwell ave
bds,Hispanic,25,1,NA,66,coney island-stillwell ave
bds,Hispanic,18,1,NA,66,coney island-stillwell ave
bds,Black,18,0,NA,77,euclid av a subway a subway
bds,Black,23,1,NA,139,fulton st and ralph ave
bds,Black,19,1,NA,66,coney island-stillwell ave
bds,Hispanic,31,1,NA,66,coney island-stillwell ave
bds,Hispanic,35,1,NA,143,sheepshead bay b q line
bds,Non-Hispanic White,17,1,NA,28,avenue h q subway
bds,NA,27,0,NA,66,coney island-stillwell ave
bds,Hispanic,22,1,NA,66,coney island-stillwell ave
bds,Black,36,0,NA,66,coney island-stillwell ave
bds,Hispanic,18,1,NA,66,coney island-stillwell ave
bds,Black,22,0,NA,66,coney island-stillwell ave
bds,Black,44,1,NA,66,coney island-stillwell ave
bds,Black,23,1,NA,66,coney island-stillwell ave
bds,Asian/Pacific Islander,39,1,NA,66,coney island-stillwell ave
bds,Hispanic,49,1,NA,66,coney island-stillwell ave
bds,Black,27,1,NA,66,coney island-stillwell ave
bds,NA,52,0,NA,66,coney island-stillwell ave
bds,Black,36,0,NA,66,coney island-stillwell ave
bds,Black,27,1,NA,66,coney island-stillwell ave
bds,Black,34,0,NA,66,coney island-stillwell ave
bds,Black,16,1,NA,66,coney island-stillwell ave
bds,Black,47,1,NA,66,coney island-stillwell ave
bds,Black,20,1,NA,66,coney island-stillwell ave
bds,Hispanic,36,1,NA,66,coney island-stillwell ave
bds,Black,32,1,NA,66,coney island-stillwell ave
bds,Black,17,1,NA,66,coney island-stillwell ave
bds,Black,27,1,NA,66,coney island-stillwell ave
bds,Black,46,1,NA,66,coney island-stillwell ave
bds,Hispanic,48,1,NA,66,coney island-stillwell ave
bds,Hispanic,38,1,NA,66,coney island-stillwell ave
bds,Black,22,1,NA,66,coney island-stillwell ave
bds,Hispanic,27,1,NA,66,coney island-stillwell ave
bds,Hispanic,35,1,NA,66,coney island-stillwell ave
bds,Hispanic,30,1,NA,66,coney island-stillwell ave
bds,Black,23,1,NA,66,coney island-stillwell ave
bds,Black,46,1,NA,66,coney island-stillwell ave
bds,Black,31,1,NA,66,coney island-stillwell ave
bds,Black,36,1,NA,66,coney island-stillwell ave
bds,Black,29,1,NA,66,coney island-stillwell ave
bds,Non-Hispanic White,26,1,NA,66,coney island-stillwell ave
bds,Black,63,1,NA,66,coney island-stillwell ave
bds,Black,21,1,NA,66,coney island-stillwell ave
bds,Non-Hispanic White,28,1,NA,66,coney island-stillwell ave
bds,Hispanic,44,1,NA,66,coney island-stillwell ave
bds,Asian/Pacific Islander,44,1,NA,66,coney island-stillwell ave
bds,Black,17,1,NA,66,coney island-stillwell ave
bds,Hispanic,26,1,NA,66,coney island-stillwell ave
bds,Non-Hispanic White,19,1,NA,66,coney island-stillwell ave
bds,Non-Hispanic White,24,0,NA,66,coney island-stillwell ave
bds,Black,53,1,NA,66,coney island-stillwell ave
bds,Black,18,1,NA,66,coney island-stillwell ave
bds,Hispanic,31,1,NA,66,coney island-stillwell ave
bds,Non-Hispanic White,25,1,NA,66,coney island-stillwell ave
bds,Hispanic,17,1,NA,66,coney island-stillwell ave
bds,Hispanic,34,1,NA,66,coney island-stillwell ave
bds,Black,31,1,NA,66,coney island-stillwell ave
bds,Hispanic,42,1,NA,66,coney island-stillwell ave
bds,Black,24,1,NA,66,coney island-stillwell ave
bds,Non-Hispanic White,21,1,NA,66,coney island-stillwell ave
bds,Hispanic,39,1,NA,66,coney island-stillwell ave
bds,Black,21,0,NA,66,coney island-stillwell ave
bds,Non-Hispanic White,34,0,NA,66,coney island-stillwell ave
bds,Black,42,0,NA,66,coney island-stillwell ave
bds,Black,17,1,NA,66,coney island-stillwell ave
bds,Hispanic,24,1,NA,66,coney island-stillwell ave
bds,Black,23,1,NA,66,coney island-stillwell ave
bds,Black,0,1,NA,66,coney island-stillwell ave
bds,Hispanic,35,1,NA,66,coney island-stillwell ave
bds,Black,19,1,NA,66,coney island-stillwell ave
bds,Black,31,1,NA,66,coney island-stillwell ave
bds,Black,NA,1,NA,66,coney island-stillwell ave
bds,Non-Hispanic White,22,1,NA,66,coney island-stillwell ave
bds,Black,24,1,NA,66,coney island-stillwell ave
bds,Hispanic,21,1,NA,66,coney island-stillwell ave
bds,Black,29,1,NA,66,coney island-stillwell ave
bds,Hispanic,17,1,NA,66,coney island-stillwell ave
bds,Hispanic,16,1,NA,66,coney island-stillwell ave
bds,Hispanic,22,1,NA,66,coney island-stillwell ave
bds,Black,25,1,NA,66,coney island-stillwell ave
bds,Black,17,1,NA,66,coney island-stillwell ave
bds,Non-Hispanic White,49,1,NA,66,coney island-stillwell ave
bds,Black,27,1,NA,66,coney island-stillwell ave
bds,Black,35,1,NA,66,coney island-stillwell ave
bds,Black,21,0,NA,66,coney island-stillwell ave
bds,Black,18,1,NA,66,coney island-stillwell ave
bds,Black,17,1,NA,66,coney island-stillwell ave
bds,Hispanic,23,1,NA,66,coney island-stillwell ave
bds,Black,33,1,NA,66,coney island-stillwell ave
bds,Black,20,1,NA,66,coney island-stillwell ave
bds,Black,31,1,NA,66,coney island-stillwell ave
bds,Black,18,1,NA,66,coney island-stillwell ave
bds,Black,27,1,NA,66,coney island-stillwell ave
bds,Black,35,0,NA,66,coney island-stillwell ave
bds,Non-Hispanic White,24,1,NA,66,coney island-stillwell ave
bds,NA,34,0,NA,66,coney island-stillwell ave
bds,Hispanic,31,1,NA,66,coney island-stillwell ave
bds,Asian/Pacific Islander,31,1,NA,66,coney island-stillwell ave
bds,Asian/Pacific Islander,44,1,NA,66,coney island-stillwell ave
bds,Hispanic,0,1,NA,66,coney island-stillwell ave
bds,Black,26,1,NA,66,coney island-stillwell ave
bds,Black,22,0,NA,66,coney island-stillwell ave
bds,Hispanic,33,1,NA,66,coney island-stillwell ave
bds,Black,18,0,NA,66,coney island-stillwell ave
bds,Asian/Pacific Islander,22,1,NA,66,coney island-stillwell ave
bds,Hispanic,33,1,NA,66,coney island-stillwell ave
bds,Non-Hispanic White,23,1,NA,57,chauncey st j subway z subway
bds,Black,40,1,NA,49,beverly rd 2 subway 5 subway
bds,Black,32,1,NA,123,nevins st 2 3 4 5 lines
bds,Black,27,1,NA,64,clinton - washington avs station
bds,Black,19,1,NA,145,smith-9 sts f subway g subway
bds,Hispanic,39,1,NA,47,bergen st f subway g subway
bds,Non-Hispanic White,27,1,NA,145,smith-9 sts f subway g subway
bds,Hispanic,24,1,NA,145,smith-9 sts f subway g subway
bds,Non-Hispanic White,17,0,NA,144,shepherd ave c line
bds,Black,37,1,NA,144,shepherd ave c line
bds,Black,18,0,NA,144,shepherd ave c line
bds,Black,29,1,NA,144,shepherd ave c line
bds,Black,22,1,NA,144,shepherd ave c line
bds,Black,29,1,NA,144,shepherd ave c line
bds,Black,30,1,NA,144,shepherd ave c line
bds,Black,20,1,NA,144,shepherd ave c line
bds,Black,23,1,NA,144,shepherd ave c line
bds,Hispanic,16,0,NA,144,shepherd ave c line
bds,Black,23,1,NA,144,shepherd ave c line
bds,Black,45,1,NA,144,shepherd ave c line
bds,Black,18,0,NA,144,shepherd ave c line
bds,Black,46,1,NA,48,beverley rd q subway
bds,Black,65,1,NA,143,sheepshead bay b q line
bds,Black,19,1,NA,143,sheepshead bay b q line
bds,Non-Hispanic White,42,1,NA,143,sheepshead bay b q line
bds,Asian/Pacific Islander,25,1,NA,143,sheepshead bay b q line
bds,Non-Hispanic White,29,1,NA,143,sheepshead bay b q line
bds,Black,17,1,NA,143,sheepshead bay b q line
bds,Black,17,1,NA,143,sheepshead bay b q line
bds,Black,20,1,NA,143,sheepshead bay b q line
bds,Hispanic,19,1,NA,143,sheepshead bay b q line
bds,Hispanic,30,1,NA,143,sheepshead bay b q line
bds,Hispanic,24,1,NA,143,sheepshead bay b q line
bds,Black,27,1,NA,66,coney island-stillwell ave
bds,Hispanic,35,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,20,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,21,1,NA,142,saratoga ave 3 line
bds,Black,27,1,NA,142,saratoga ave 3 line
bds,Black,26,1,NA,142,saratoga ave 3 line
bds,Black,41,1,NA,142,saratoga ave 3 line
bds,Black,20,1,NA,142,saratoga ave 3 line
bds,Black,33,1,NA,142,saratoga ave 3 line
bds,Black,30,1,NA,142,saratoga ave 3 line
bds,Hispanic,23,1,NA,142,saratoga ave 3 line
bds,Non-Hispanic White,45,1,NA,142,saratoga ave 3 line
bds,Black,17,1,NA,142,saratoga ave 3 line
bds,Black,16,1,NA,142,saratoga ave 3 line
bds,Hispanic,29,1,NA,142,saratoga ave 3 line
bds,Black,18,0,NA,142,saratoga ave 3 line
bds,Black,28,1,NA,142,saratoga ave 3 line
bds,Black,32,1,NA,143,sheepshead bay b q line
bds,Black,51,1,NA,54,canarsie rockaway pkwy
bds,Black,17,1,NA,140,rockaway ave 3 line
bds,Black,18,1,NA,140,rockaway ave 3 line
bds,Black,19,1,NA,141,rockaway ave c line
bds,NA,33,0,NA,140,rockaway ave 3 line
bds,Black,30,1,NA,140,rockaway ave 3 line
bds,Other,21,1,NA,54,canarsie rockaway pkwy
bds,Black,22,1,NA,54,canarsie rockaway pkwy
bds,Black,16,1,NA,54,canarsie rockaway pkwy
bds,Black,16,1,NA,54,canarsie rockaway pkwy
bds,Black,51,1,NA,54,canarsie rockaway pkwy
bds,Black,27,1,NA,54,canarsie rockaway pkwy
bds,Black,17,1,NA,54,canarsie rockaway pkwy
bds,Black,21,1,NA,54,canarsie rockaway pkwy
bds,Black,28,1,NA,54,canarsie rockaway pkwy
bds,Black,24,1,NA,54,canarsie rockaway pkwy
bds,Black,40,1,NA,54,canarsie rockaway pkwy
bds,Black,18,1,NA,54,canarsie rockaway pkwy
bds,Black,39,1,NA,54,canarsie rockaway pkwy
bds,Black,39,1,NA,54,canarsie rockaway pkwy
bds,Black,23,1,NA,54,canarsie rockaway pkwy
bds,Black,17,1,NA,54,canarsie rockaway pkwy
bds,Hispanic,16,1,NA,54,canarsie rockaway pkwy
bds,Black,22,1,NA,54,canarsie rockaway pkwy
bds,Black,22,1,NA,54,canarsie rockaway pkwy
bds,Black,56,1,NA,54,canarsie rockaway pkwy
bds,Black,52,1,NA,54,canarsie rockaway pkwy
bds,Black,22,1,NA,54,canarsie rockaway pkwy
bds,Black,29,1,NA,54,canarsie rockaway pkwy
bds,Black,19,1,NA,54,canarsie rockaway pkwy
bds,Asian/Pacific Islander,34,1,NA,54,canarsie rockaway pkwy
bds,Black,37,1,NA,54,canarsie rockaway pkwy
bds,Black,36,1,NA,54,canarsie rockaway pkwy
bds,Black,19,0,NA,54,canarsie rockaway pkwy
bds,Black,16,1,NA,54,canarsie rockaway pkwy
bds,Black,37,1,NA,54,canarsie rockaway pkwy
bds,Black,18,1,NA,54,canarsie rockaway pkwy
bds,Black,48,1,NA,54,canarsie rockaway pkwy
bds,Black,22,1,NA,54,canarsie rockaway pkwy
bds,Black,26,1,NA,54,canarsie rockaway pkwy
bds,Black,22,1,NA,54,canarsie rockaway pkwy
bds,Black,21,1,NA,54,canarsie rockaway pkwy
bds,Hispanic,18,1,NA,54,canarsie rockaway pkwy
bds,Black,41,1,NA,54,canarsie rockaway pkwy
bds,Black,20,0,NA,54,canarsie rockaway pkwy
bds,Black,37,1,NA,54,canarsie rockaway pkwy
bds,Black,19,1,NA,54,canarsie rockaway pkwy
bds,Black,18,1,NA,54,canarsie rockaway pkwy
bds,Black,16,1,NA,54,canarsie rockaway pkwy
bds,Black,46,1,NA,54,canarsie rockaway pkwy
bds,Hispanic,21,1,NA,54,canarsie rockaway pkwy
bds,Black,19,1,NA,54,canarsie rockaway pkwy
bds,Black,56,1,NA,54,canarsie rockaway pkwy
bds,Black,31,1,NA,54,canarsie rockaway pkwy
bds,Black,17,1,NA,54,canarsie rockaway pkwy
bds,Black,37,1,NA,54,canarsie rockaway pkwy
bds,Black,19,1,NA,54,canarsie rockaway pkwy
bds,Black,26,1,NA,54,canarsie rockaway pkwy
bds,Black,29,1,NA,54,canarsie rockaway pkwy
bds,Black,25,1,NA,54,canarsie rockaway pkwy
bds,Black,17,1,NA,140,rockaway ave 3 line
bds,NA,50,0,NA,140,rockaway ave 3 line
bds,Black,42,1,NA,140,rockaway ave 3 line
bds,Black,44,1,NA,141,rockaway ave c line
bds,Black,28,1,NA,140,rockaway ave 3 line
bds,Hispanic,18,1,NA,141,rockaway ave c line
bds,Black,19,1,NA,140,rockaway ave 3 line
bds,Black,47,1,NA,140,rockaway ave 3 line
bds,Black,19,1,NA,140,rockaway ave 3 line
bds,Black,49,1,NA,141,rockaway ave c line
bds,Hispanic,26,1,NA,141,rockaway ave c line
bds,Hispanic,22,1,NA,140,rockaway ave 3 line
bds,Hispanic,19,0,NA,54,canarsie rockaway pkwy
bds,Black,32,1,NA,141,rockaway ave c line
bds,Black,52,1,NA,141,rockaway ave c line
bds,Hispanic,18,1,NA,140,rockaway ave 3 line
bds,Black,22,1,NA,141,rockaway ave c line
bds,Black,27,1,NA,54,canarsie rockaway pkwy
bds,Black,23,1,NA,140,rockaway ave 3 line
bds,Black,55,1,NA,141,rockaway ave c line
bds,Black,46,0,NA,141,rockaway ave c line
bds,Black,19,1,NA,141,rockaway ave c line
bds,Black,52,1,NA,141,rockaway ave c line
bds,Black,46,1,NA,141,rockaway ave c line
bds,Black,59,1,NA,141,rockaway ave c line
bds,Hispanic,20,0,NA,151,van siclen av 3 line
bds,Black,19,1,NA,140,rockaway ave 3 line
bds,Hispanic,18,1,NA,140,rockaway ave 3 line
bds,Black,43,1,NA,141,rockaway ave c line
bds,Black,49,1,NA,138,prospect park subway station b q s lines
bds,Black,26,0,NA,140,rockaway ave 3 line
bds,Black,28,1,NA,141,rockaway ave c line
bds,Black,17,1,NA,141,rockaway ave c line
bds,Black,35,1,NA,141,rockaway ave c line
bds,Black,23,0,NA,140,rockaway ave 3 line
bds,Black,22,1,NA,141,rockaway ave c line
bds,Hispanic,23,1,NA,141,rockaway ave c line
bds,Black,17,1,NA,141,rockaway ave c line
bds,Hispanic,48,1,NA,140,rockaway ave 3 line
bds,Black,21,1,NA,140,rockaway ave 3 line
bds,Black,49,1,NA,141,rockaway ave c line
bds,Black,27,1,NA,141,rockaway ave c line
bds,Hispanic,26,1,NA,141,rockaway ave c line
bds,Black,20,1,NA,141,rockaway ave c line
bds,Black,18,0,NA,140,rockaway ave 3 line
bds,Black,20,1,NA,140,rockaway ave 3 line
bds,Black,52,1,NA,54,canarsie rockaway pkwy
bds,Black,43,1,NA,54,canarsie rockaway pkwy
bds,Black,26,1,NA,139,fulton st and ralph ave
bds,Black,44,0,NA,139,fulton st and ralph ave
bds,Black,41,1,NA,139,fulton st and ralph ave
bds,Black,24,0,NA,139,fulton st and ralph ave
bds,Black,24,1,NA,139,fulton st and ralph ave
bds,Black,34,1,NA,139,fulton st and ralph ave
bds,Non-Hispanic White,51,1,NA,139,fulton st and ralph ave
bds,Hispanic,19,0,NA,139,fulton st and ralph ave
bds,Black,46,1,NA,139,fulton st and ralph ave
bds,Black,18,1,NA,139,fulton st and ralph ave
bds,Black,22,1,NA,139,fulton st and ralph ave
bds,Black,31,1,NA,139,fulton st and ralph ave
bds,Black,17,1,NA,139,fulton st and ralph ave
bds,Black,22,1,NA,139,fulton st and ralph ave
bds,Black,23,0,NA,139,fulton st and ralph ave
bds,Black,19,1,NA,113,metropolitan and lorimer g l station
bds,Hispanic,19,0,NA,102,kings highway b q line
bds,Black,28,1,NA,138,prospect park subway station b q s lines
bds,Non-Hispanic White,37,1,NA,138,prospect park subway station b q s lines
bds,NA,0,0,NA,76,eastern pkwy-brooklyn museum 2 subway 3 subway
bds,Black,20,1,NA,138,prospect park subway station b q s lines
bds,Black,21,1,NA,134,parkside av station
bds,Black,28,1,NA,113,metropolitan and lorimer g l station
bds,Black,21,1,NA,138,prospect park subway station b q s lines
bds,Black,28,1,NA,138,prospect park subway station b q s lines
bds,Black,21,1,NA,134,parkside av station
bds,Black,23,1,NA,138,prospect park subway station b q s lines
bds,Black,0,1,NA,138,prospect park subway station b q s lines
bds,Black,27,1,NA,138,prospect park subway station b q s lines
bds,Black,23,1,NA,138,prospect park subway station b q s lines
bds,Black,18,0,NA,76,eastern pkwy-brooklyn museum 2 subway 3 subway
bds,Black,31,1,NA,138,prospect park subway station b q s lines
bds,Black,27,1,NA,138,prospect park subway station b q s lines
bds,Black,22,1,NA,138,prospect park subway station b q s lines
bds,Black,34,1,NA,137,prospect ave and 4th ave
bds,Hispanic,37,1,NA,137,prospect ave and 4th ave
bds,Black,22,1,NA,136,president st 2 5 line
bds,Black,48,1,NA,136,president st 2 5 line
bds,Hispanic,21,1,NA,69,crescent st j z line
bds,Hispanic,58,1,NA,114,marcy ave j m z line
bds,Black,55,1,NA,69,crescent st j z line
bds,Hispanic,25,1,NA,129,norwood ave j z line
bds,Black,53,1,NA,129,norwood ave j z line
bds,Hispanic,25,1,NA,112,broadway and lorimer st j m station
bds,Hispanic,35,1,NA,112,broadway and lorimer st j m station
bds,Hispanic,23,1,NA,112,broadway and lorimer st j m station
bds,Black,23,1,NA,114,marcy ave j m z line
bds,Black,27,1,NA,100,jefferson st l line station
bds,Hispanic,27,1,NA,90,grand st and bushwick ave
bds,Hispanic,19,1,NA,41,bay parkway n line and 66th st
bds,Black,18,0,NA,144,shepherd ave c line
bds,Black,30,1,NA,152,van siclen av a c station
bds,Hispanic,18,0,NA,91,grant ave a line
bds,Black,25,1,NA,77,euclid av a subway a subway
bds,Black,49,1,NA,135,pennsylvania ave 3 line station
bds,Black,20,1,NA,135,pennsylvania ave 3 line station
bds,Black,16,1,NA,156,winthrop street station 2 5 line
bds,Black,16,1,NA,135,pennsylvania ave 3 line station
bds,Black,26,1,NA,135,pennsylvania ave 3 line station
bds,Black,24,1,NA,135,pennsylvania ave 3 line station
bds,Black,27,1,NA,135,pennsylvania ave 3 line station
bds,Other,18,1,NA,135,pennsylvania ave 3 line station
bds,Black,31,1,NA,135,pennsylvania ave 3 line station
bds,Black,23,1,NA,135,pennsylvania ave 3 line station
bds,Black,22,1,NA,135,pennsylvania ave 3 line station
bds,Black,19,1,NA,135,pennsylvania ave 3 line station
bds,Black,42,1,NA,135,pennsylvania ave 3 line station
bds,Hispanic,28,1,NA,110,liberty av c line station
bds,Black,26,1,NA,134,parkside av station
bds,Black,22,1,NA,134,parkside av station
bds,Black,42,1,NA,27,atlantic ave barclays center station
bds,Black,24,1,NA,27,atlantic ave barclays center station
bds,Hispanic,40,1,NA,27,atlantic ave barclays center station
bds,Hispanic,30,1,NA,27,atlantic ave barclays center station
bds,Black,22,1,NA,132,ocean pkwy q station
bds,Hispanic,21,1,NA,138,prospect park subway station b q s lines
bds,Black,27,1,NA,134,parkside av station
bds,Black,34,1,NA,70,utica ave and eastern parkway
bds,Other,23,1,NA,131,nostrand ave and fulton st a c station
bds,Black,24,1,NA,131,nostrand ave and fulton st a c station
bds,Hispanic,35,1,NA,131,nostrand ave and fulton st a c station
bds,Black,20,1,NA,131,nostrand ave and fulton st a c station
bds,Black,23,1,NA,131,nostrand ave and fulton st a c station
bds,Black,33,0,NA,131,nostrand ave and fulton st a c station
bds,Black,25,0,NA,130,nostrand ave 3 line
bds,Black,20,1,NA,130,nostrand ave 3 line
bds,Black,49,1,NA,131,nostrand ave and fulton st a c station
bds,Black,27,1,NA,131,nostrand ave and fulton st a c station
bds,NA,26,1,NA,131,nostrand ave and fulton st a c station
bds,Black,17,1,NA,78,flatbush av-brooklyn college station
bds,Black,20,1,NA,131,nostrand ave and fulton st a c station
bds,Black,22,0,NA,131,nostrand ave and fulton st a c station
bds,Hispanic,21,1,NA,131,nostrand ave and fulton st a c station
bds,Black,20,1,NA,131,nostrand ave and fulton st a c station
bds,Black,48,1,NA,131,nostrand ave and fulton st a c station
bds,Black,18,0,NA,131,nostrand ave and fulton st a c station
bds,Black,20,0,NA,131,nostrand ave and fulton st a c station
bds,Black,24,1,NA,131,nostrand ave and fulton st a c station
bds,Black,27,1,NA,131,nostrand ave and fulton st a c station
bds,Black,18,1,NA,130,nostrand ave 3 line
bds,Black,24,0,NA,131,nostrand ave and fulton st a c station
bds,Black,54,1,NA,130,nostrand ave 3 line
bds,Black,21,1,NA,131,nostrand ave and fulton st a c station
