"stfips","region","year","year_mcaid","white","income_pc","hospitals_pc","beds_pc","mort_rate","child_pop","afdc_rate"
16,5,1968,1966,0,2.866,0.070592903,4.3032861,287.70367,4429.5557,7.0189452
16,5,1972,1966,0,4.133,0.062883608,4.2092714,412.78897,4934,7.0189452
16,5,1963,1966,0,2.14,0.069394238,3.9052718,469.07281,4132.333,7.0189452
16,5,1966,1966,0,2.549,0.069829516,3.9657347,473.44968,4310.667,7.0189452
16,5,1973,1966,0,4.686,0.061369929,4.2588177,258.48935,5047,7.0189452
16,5,1970,1966,0,3.539,0.068231158,4.2846379,141.92078,4629,7.0189452
16,5,1964,1966,1,2.218,0.069051035,3.841882,210.83902,219597.67,1.4583025
16,5,1972,1966,1,4.133,0.062883608,4.2092714,183.43677,219960,1.4583025
16,5,1959,1966,1,1.878,0.069767214,3.7477126,249.17506,223171.8,1.4583025
16,5,1960,1966,1,1.882,0.067446955,3.6900978,235.97711,227495,1.4583025
16,5,1973,1966,1,4.686,0.061369929,4.2588177,186.14259,221099,1.4583025
16,5,1968,1966,1,2.866,0.070592903,4.3032861,190.6725,211700.33,1.4583025
16,5,1971,1966,1,3.739,0.0649653,4.175374,180.94365,216620,1.4583025
16,5,1970,1966,1,3.539,0.068231158,4.2846379,191.2672,213173,1.4583025
16,5,1963,1966,1,2.14,0.069394238,3.9052718,222.01462,221572,1.4583025
16,5,1961,1966,1,1.955,0.070090957,3.9191284,247.53409,225520.67,1.4583025
16,5,1967,1966,1,2.715,0.066593841,4.0636721,190.15895,213674.66,1.4583025
16,5,1974,1966,1,5.353,0.059402779,4.132206,183.74742,224778,1.4583025
16,5,1965,1966,1,2.522,0.07163512,3.7542648,238.14156,217623.34,1.4583025
16,5,1969,1966,1,3.264,0.070252202,4.2610111,205.29164,209726,1.4583025
16,5,1962,1966,1,2.068,0.069740862,3.9559391,258.59805,223546.34,1.4583025
17,2,1972,1966,0,5.262,0.024071326,5.611639,348.84506,547890,11.074445
17,2,1960,1966,0,2.67,0.027377807,5.1775799,419.36414,390255,11.074445
17,2,1959,1966,0,2.613,0.027352465,5.1147099,416.76871,368184.09,11.074445
17,2,1965,1966,0,3.321,0.026174631,5.3064513,468.78946,469357.22,11.074445
17,2,1964,1966,0,3.096,0.027204398,5.4014049,450.73438,453536.78,11.074445
17,2,1974,1966,0,6.452,0.023505826,5.6479621,316.36783,545913,11.074445
17,2,1962,1966,0,2.87,0.027095055,5.2477002,399.72644,421895.88,11.074445
17,2,1967,1966,0,3.737,0.025468551,5.5472531,399.55157,500998.13,11.074445
17,2,1968,1966,0,3.987,0.024943221,5.5772314,403.92535,516818.56,11.074445
17,2,1969,1966,0,4.333,0.024518631,5.5583105,402.24588,532639,11.074445
17,2,1961,1966,0,2.76,0.02698957,5.2055521,396.16354,406075.44,11.074445
17,2,1970,1966,0,4.568,0.024619661,5.6689916,400.25891,539204,11.074445
17,2,1966,1966,0,3.55,0.025724834,5.4083667,444.42233,485177.66,11.074445
17,2,1963,1966,0,2.948,0.027390562,5.3270316,416.77939,437716.34,11.074445
17,2,1971,1966,0,4.867,0.024362052,5.6080012,365.1272,545802,11.074445
17,2,1973,1966,1,5.892,0.023622636,5.5864868,163.61697,2458153,0.54755795
17,2,1965,1966,1,3.321,0.026174631,5.3064513,203.45015,2639694.8,0.54755795
17,2,1974,1966,1,6.452,0.023505826,5.6479621,161.1106,2386276,0.54755795
17,2,1969,1966,1,4.333,0.024518631,5.5583105,187.99117,2662520,0.54755795
17,2,1967,1966,1,3.737,0.025468551,5.5472531,190.75075,2651107.3,0.54755795
17,2,1968,1966,1,3.987,0.024943221,5.5772314,189.63301,2656813.8,0.54755795
17,2,1961,1966,1,2.76,0.02698957,5.2055521,220.27536,2616869.3,0.54755795
17,2,1959,1966,1,2.613,0.027352465,5.1147099,226.51588,2542345.5,0.54755795
17,2,1962,1966,1,2.87,0.027095055,5.2477002,207.98831,2622575.8,0.54755795
17,2,1963,1966,1,2.948,0.027390562,5.3270316,210.06789,2628282,0.54755795
17,2,1966,1966,1,3.55,0.025724834,5.4083667,202.00644,2645401,0.54755795
17,2,1971,1966,1,4.867,0.024362052,5.6080012,171.05838,2590600,0.54755795
17,2,1964,1966,1,3.096,0.027204398,5.4014049,213.12967,2633988.3,0.54755795
17,2,1960,1966,1,2.67,0.027377807,5.1775799,219.06064,2611163,0.54755795
17,2,1970,1966,1,4.568,0.024619661,5.6689916,185.6227,2626560,0.54755795
17,2,1972,1966,1,5.262,0.024071326,5.611639,163.38419,2532081,0.54755795
18,2,1965,1970,0,2.852,0.02449234,4.6369691,371.96106,118838.33,13.213378
18,2,1972,1970,0,4.439,0.023035301,4.926156,292.55762,133472,13.213378
18,2,1964,1970,0,2.613,0.025180377,4.724494,387.04874,115570.67,13.213378
18,2,1978,1970,0,7.95,0.0235014,5.1357903,230.82684,131682,13.213378
18,2,1975,1970,0,5.837,0.022798816,5.0575995,254.81772,131913,13.213378
18,2,1969,1970,0,3.692,0.023437902,4.8756647,337.87329,131909,13.213378
18,2,1970,1970,0,3.791,0.02343332,4.9125457,322.78378,132725,13.213378
18,2,1971,1970,0,4.086,0.023047496,4.9382596,345.10114,133556,13.213378
18,2,1963,1970,0,2.483,0.025470102,4.5417542,416.69986,112303,13.213378
18,2,1973,1970,0,5.083,0.022517607,4.9929042,320.58408,133260,13.213378
18,2,1977,1970,0,7.167,0.023311097,5.1061478,236.14825,131219,13.213378
18,2,1976,1970,0,6.504,0.023084305,5.0686803,233.88496,131302,13.213378
18,2,1968,1970,0,3.389,0.024084523,4.8576331,368.54803,128641.33,13.213378
18,2,1966,1970,0,3.031,0.024420097,4.6908078,360.72882,122106,13.213378
18,2,1974,1970,0,5.423,0.022803931,5.0267711,287.48001,132631,13.213378
18,2,1971,1970,1,4.086,0.023047496,4.9382596,177.39671,1386232,0.85852057
18,2,1974,1970,1,5.423,0.022803931,5.0267711,155.16905,1312888,0.85852057
18,2,1963,1970,1,2.483,0.025470102,4.5417542,226.60396,1389417.4,0.85852057
18,2,1969,1970,1,3.692,0.023437902,4.8756647,195.8054,1410116,0.85852057
18,2,1967,1970,1,3.141,0.024151485,4.7140927,201.3131,1403216.5,0.85852057
18,2,1966,1970,1,3.031,0.024420097,4.6908078,206.63782,1399766.6,0.85852057
18,2,1977,1970,1,7.167,0.023311097,5.1061478,136.94501,1226148,0.85852057
18,2,1976,1970,1,6.504,0.023084305,5.0686803,140.48564,1249700,0.85852057
18,2,1970,1970,1,3.791,0.02343332,4.9125457,190.5743,1398174,0.85852057
18,2,1972,1970,1,4.439,0.023035301,4.926156,178.73318,1366508,0.85852057
18,2,1968,1970,1,3.389,0.024084523,4.8576331,198.95384,1406666.3,0.85852057
18,2,1973,1970,1,5.083,0.022517607,4.9929042,172.68732,1340862,0.85852057
18,2,1978,1970,1,7.95,0.0235014,5.1357903,123.90309,1207583,0.85852057
18,2,1965,1970,1,2.852,0.02449234,4.6369691,216.58392,1396316.9,0.85852057
18,2,1964,1970,1,2.613,0.025180377,4.724494,230.01622,1392867.1,0.85852057
19,2,1965,1967,0,2.825,0.045934726,5.5633054,275.11978,12412.111,15.805802
19,2,1966,1967,0,3.054,0.047629829,5.8115554,264.64801,12805.333,15.805802
19,2,1972,1967,0,4.498,0.04894311,6.2426934,196.19035,15628,15.805802
19,2,1968,1967,0,3.293,0.04850252,6.1904907,329.47922,13591.778,15.805802
19,2,1961,1967,0,2.18,0.04234004,5.0988989,390.36801,10839.222,15.805802
19,2,1971,1967,0,4.025,0.048389219,6.3295202,300.01944,15193,15.805802
19,2,1969,1967,0,3.665,0.049114112,6.3140106,305.62323,13985,15.805802
19,2,1967,1967,0,3.077,0.047531012,6.0703893,343.05624,13198.556,15.805802
19,2,1963,1967,0,2.428,0.044685453,5.2782888,380.75952,11625.667,15.805802
19,2,1973,1967,0,5.409,0.048882119,6.3036985,167.4729,16181,15.805802
19,2,1975,1967,0,6.231,0.047892023,6.4786105,218.77574,17300,15.805802
19,2,1962,1967,0,2.28,0.044056889,5.2247138,348.73169,11232.444,15.805802
19,2,1964,1967,0,2.544,0.045311399,5.3898988,448.87515,12018.889,15.805802
19,2,1960,1967,0,2.058,0.041703884,4.9917736,440.85687,10446,15.805802
19,2,1974,1967,0,5.603,0.048466809,6.4366713,234.31264,16717,15.805802
19,2,1970,1967,0,3.878,0.048749868,6.3155804,374.3606,14569,15.805802
19,2,1970,1967,1,3.878,0.048749868,6.3155804,185.70161,791737,1.4505666
19,2,1960,1967,1,2.058,0.041703884,4.9917736,216.86166,847406,1.4505666
19,2,1962,1967,1,2.28,0.044056889,5.2247138,198.55652,836956.25,1.4505666
19,2,1973,1967,1,5.409,0.048882119,6.3036985,150.5453,745187,1.4505666
19,2,1974,1967,1,5.603,0.048466809,6.4366713,142.86566,725698,1.4505666
19,2,1972,1967,1,4.498,0.04894311,6.2426934,166.85361,765548,1.4505666
19,2,1963,1967,1,2.428,0.044685453,5.2782888,207.24689,831731.31,1.4505666
19,2,1971,1967,1,4.025,0.048389219,6.3295202,163.50742,783092,1.4505666
19,2,1967,1967,1,3.077,0.047531012,6.0703893,177.02829,810831.75,1.4505666
19,2,1966,1967,1,3.054,0.047629829,5.8115554,177.35757,816056.69,1.4505666
19,2,1965,1967,1,2.825,0.045934726,5.5633054,189.74341,821281.56,1.4505666
19,2,1975,1967,1,6.231,0.047892023,6.4786105,133.92601,710205,1.4505666
19,2,1968,1967,1,3.293,0.04850252,6.1904907,179.84833,805606.88,1.4505666
19,2,1961,1967,1,2.18,0.04234004,5.0988989,210.7316,842181.06,1.4505666
19,2,1964,1967,1,2.544,0.045311399,5.3898988,202.96434,826506.44,1.4505666
19,2,1969,1967,1,3.665,0.049114112,6.3140106,187.7337,800382,1.4505666
20,2,1975,1967,0,6.206,0.066258669,6.4981766,212.19075,43084,12.284362
20,2,1974,1967,0,5.71,0.06657628,6.4839125,215.54219,42814,12.284362
20,2,1966,1967,0,2.851,0.067372672,5.8079734,337.8768,39393,12.284362
20,2,1969,1967,0,3.555,0.06710133,6.3612947,337.58011,41639,12.284362
20,2,1972,1967,0,4.619,0.064722307,6.3352499,224.71506,42370,12.284362
20,2,1967,1967,0,2.99,0.067579933,5.9479294,299.27878,40141.664,12.284362
20,2,1960,1967,0,2.141,0.063343115,5.2267246,335.24057,34901,12.284362
20,2,1971,1967,0,4.152,0.065436259,6.240037,308.20233,42299,12.284362
20,2,1962,1967,0,2.278,0.066528507,5.5961409,329.87292,36398.336,12.284362
20,2,1965,1967,0,2.65,0.064459309,5.4540238,311.86813,38644.336,12.284362
20,2,1963,1967,0,2.35,0.06583377,5.599957,360.86945,37147,12.284362
20,2,1964,1967,0,2.481,0.064239286,5.478435,378.61447,37895.664,12.284362
20,2,1961,1967,0,2.202,0.065398946,5.3375602,256.49619,35649.664,12.284362
20,2,1968,1967,0,3.222,0.067339785,6.3205743,310.77719,40890.336,12.284362
20,2,1973,1967,0,5.275,0.064470977,5.8809891,237.53406,42766,12.284362
20,2,1970,1967,0,3.824,0.066270553,6.1560454,302.74924,41961,12.284362
20,2,1968,1967,1,3.222,0.067339785,6.3205743,172.53558,590064.31,1.0277963
20,2,1966,1967,1,2.851,0.067372672,5.8079734,182.09644,601901,1.0277963
20,2,1972,1967,1,4.619,0.064722307,6.3352499,166.35814,547113,1.0277963
20,2,1967,1967,1,2.99,0.067579933,5.9479294,171.72202,595982.69,1.0277963
20,2,1969,1967,1,3.555,0.06710133,6.3612947,175.95853,584146,1.0277963
20,2,1961,1967,1,2.202,0.065398946,5.3375602,218.14107,631492.69,1.0277963
20,2,1970,1967,1,3.824,0.066270553,6.1560454,169.31955,571795,1.0277963
20,2,1965,1967,1,2.65,0.064459309,5.4540238,189.24442,607819.31,1.0277963
20,2,1963,1967,1,2.35,0.06583377,5.599957,215.8555,619656,1.0277963
20,2,1975,1967,1,6.206,0.066258669,6.4981766,141.47453,507437,1.0277963
20,2,1960,1967,1,2.141,0.063343115,5.2267246,219.46198,637411,1.0277963
20,2,1962,1967,1,2.278,0.066528507,5.5961409,219.1254,625574.31,1.0277963
20,2,1964,1967,1,2.481,0.064239286,5.478435,202.8856,613737.69,1.0277963
20,2,1973,1967,1,5.275,0.064470977,5.8809891,152.79401,533685,1.0277963
20,2,1971,1967,1,4.152,0.065436259,6.240037,175.2285,559444,1.0277963
20,2,1974,1967,1,5.71,0.06657628,6.4839125,159.28,519232,1.0277963
21,3,1967,1966,0,2.473,0.037536465,4.3688631,353.91071,75481.555,9.8014126
21,3,1970,1966,0,3.176,0.034609336,4.4219608,300.03922,76327,9.8014126
21,3,1972,1966,0,3.705,0.035968259,4.6417036,282.01114,75807,9.8014126
21,3,1968,1966,0,2.686,0.036091078,4.434454,363.49448,75756.781,9.8014126
21,3,1960,1966,0,1.617,0.037851907,3.7924321,475.70139,73555,9.8014126
21,3,1971,1966,0,3.383,0.035166807,4.5683503,304.78482,76631,9.8014126
21,3,1964,1966,0,1.953,0.038083982,4.1192021,441.60526,74655.891,9.8014126
21,3,1966,1966,0,2.303,0.038356487,4.3307667,426.16629,75206.336,9.8014126
21,3,1969,1966,0,2.964,0.036549937,4.4559417,294.4834,76032,9.8014126
21,3,1963,1966,0,1.888,0.036972765,4.0160856,422.56302,74380.664,9.8014126
21,3,1959,1966,0,1.588,0.036647927,3.735117,394.71561,71519.102,9.8014126
21,3,1962,1966,0,1.805,0.037154291,3.9380288,442.93976,74105.445,9.8014126
21,3,1973,1966,0,4.132,0.033810426,4.7331629,259.50214,75909,9.8014126
21,3,1965,1966,0,2.112,0.039184444,4.3363047,404.74872,74931.109,9.8014126
21,3,1961,1966,0,1.714,0.03733762,3.8791823,448.80496,73830.219,9.8014126
21,3,1965,1966,1,2.112,0.039184444,4.3363047,231.3508,871104.75,2.1210692
21,3,1961,1966,1,1.714,0.03733762,3.8791823,265.74533,899182.56,2.1210692
21,3,1966,1966,1,2.303,0.038356487,4.3307667,226.97679,864085.31,2.1210692
21,3,1959,1966,1,1.588,0.036647927,3.735117,264.79709,901106.5,2.1210692
21,3,1974,1966,1,4.595,0.033945631,4.8302293,166.7718,831594,2.1210692
21,3,1960,1966,1,1.617,0.037851907,3.7924321,261.21674,906202,2.1210692
21,3,1973,1966,1,4.132,0.033810426,4.7331629,175.0112,838199,2.1210692
21,3,1969,1966,1,2.964,0.036549937,4.4559417,212.68393,843027,2.1210692
21,3,1964,1966,1,1.953,0.038083982,4.1192021,251.67229,878124.25,2.1210692
21,3,1968,1966,1,2.686,0.036091078,4.434454,207.79437,850046.44,2.1210692
21,3,1963,1966,1,1.888,0.036972765,4.0160856,265.88202,885143.69,2.1210692
21,3,1971,1966,1,3.383,0.035166807,4.5683503,192.35703,854495,2.1210692
21,3,1972,1966,1,3.705,0.035968259,4.6417036,185.66693,847850,2.1210692
21,3,1970,1966,1,3.176,0.034609336,4.4219608,204.94643,848761,2.1210692
21,3,1967,1966,1,2.473,0.037536465,4.3688631,219.54773,857065.94,2.1210692
21,3,1962,1966,1,1.805,0.037154291,3.9380288,259.94824,892163.13,2.1210692
22,4,1965,1966,0,2.127,0.038840678,4.5968232,472.01974,416898.88,7.511857
22,4,1964,1966,0,1.993,0.038693819,4.5855107,485.74637,418318.13,7.511857
22,4,1969,1966,0,2.886,0.039119214,4.7631111,391.69598,411222,7.511857
22,4,1961,1966,0,1.734,0.040053211,4.4750361,437.67773,422575.75,7.511857
22,4,1972,1966,0,3.576,0.038811218,5.2974653,300.70285,403541,7.511857
22,4,1960,1966,0,1.683,0.038378619,4.4064794,465.80368,423995,7.511857
22,4,1973,1966,0,3.977,0.038271863,5.2965622,294.23346,396218,7.511857
22,4,1963,1966,0,1.9,0.03943307,4.5490346,481.42657,419737.34,7.511857
22,4,1962,1966,0,1.797,0.040489357,4.5018167,482.99637,421156.53,7.511857
22,4,1966,1966,0,2.317,0.03984423,4.6752472,460.68823,415479.66,7.511857
22,4,1971,1966,0,3.31,0.038809676,4.81213,311.97534,407092,7.511857
22,4,1967,1966,0,2.516,0.038557723,4.667469,407.37427,414060.47,7.511857
22,4,1970,1966,0,3.089,0.036638141,4.5543394,354.86438,409157,7.511857
22,4,1959,1966,0,1.679,0.036566254,4.2119951,506.69214,413147.19,7.511857
22,4,1974,1966,0,4.493,0.038474787,5.3359556,279.56747,388966,7.511857
22,4,1968,1966,0,2.738,0.038140398,4.7364206,410.11191,412641.22,7.511857
22,4,1974,1966,1,4.493,0.038474787,5.3359556,157.32726,706957,0.92138261
22,4,1967,1966,1,2.516,0.038557723,4.667469,188.99095,745623.13,0.92138261
22,4,1972,1966,1,3.576,0.038811218,5.2974653,182.34915,735337,0.92138261
22,4,1970,1966,1,3.089,0.036638141,4.5543394,195.59038,748197,0.92138261
22,4,1966,1966,1,2.317,0.03984423,4.6752472,187.75272,742533.63,0.92138261
22,4,1964,1966,1,1.993,0.038693819,4.5855107,211.43149,736354.75,0.92138261
22,4,1962,1966,1,1.797,0.040489357,4.5018167,221.70824,730175.88,0.92138261
22,4,1960,1966,1,1.683,0.038378619,4.4064794,228.13779,723997,0.92138261
22,4,1973,1966,1,3.977,0.038271863,5.2965622,173.19476,721572,0.92138261
22,4,1969,1966,1,2.886,0.039119214,4.7631111,185.43845,751802,0.92138261
22,4,1961,1966,1,1.734,0.040053211,4.4750361,215.92946,727086.44,0.92138261
22,4,1959,1966,1,1.679,0.036566254,4.2119951,228.15384,704538.63,0.92138261
22,4,1968,1966,1,2.738,0.038140398,4.7364206,181.60455,748712.56,0.92138261
22,4,1963,1966,1,1.9,0.03943307,4.5490346,202.12802,733265.38,0.92138261
22,4,1965,1966,1,2.127,0.038840678,4.5968232,212.33347,739444.25,0.92138261
22,4,1971,1966,1,3.31,0.038809676,4.81213,174.51567,744592,0.92138261
23,1,1963,1966,0,2.03,0.049329616,4.6400671,331.11545,2054.3335,6.0584035
23,1,1969,1966,0,3.138,0.050988723,5.2834516,200.569,2083,6.0584035
23,1,1966,1966,0,2.513,0.051186096,5.0008817,219.80141,2068.6665,6.0584035
23,1,1973,1966,0,4.308,0.048737042,5.2502217,40.949505,2587,6.0584035
23,1,1962,1966,0,1.963,0.050422624,4.6440268,343.76083,2049.5557,6.0584035
23,1,1959,1966,0,1.827,0.052920166,4.5957532,205.60284,1934.5,6.0584035
23,1,1965,1966,0,2.365,0.050227188,4.7259684,358.91959,2063.8889,6.0584035
23,1,1967,1966,0,2.63,0.051120143,5.0649838,548.22363,2073.4443,6.0584035
23,1,1964,1966,0,2.196,0.050292168,4.6289325,281.59393,2059.1111,6.0584035
23,1,1971,1966,0,3.59,0.04824359,5.2565823,181.23485,2336,6.0584035
23,1,1972,1966,0,3.858,0.045418702,5.0588703,84.723114,2470,6.0584035
23,1,1960,1966,0,1.901,0.052617189,4.7045956,123.36252,2040,6.0584035
23,1,1970,1966,0,3.413,0.049091555,5.2427778,518.96442,2208,6.0584035
23,1,1961,1966,0,1.883,0.049457744,4.6294513,344.24341,2044.7777,6.0584035
23,1,1974,1966,0,4.747,0.049996745,6.0486627,196.45811,2693,6.0584035
23,1,1962,1966,1,1.963,0.050422624,4.6440268,257.06122,295669.34,2.0425036
23,1,1966,1966,1,2.513,0.051186096,5.0008817,227.00432,289132,2.0425036
23,1,1974,1966,1,4.747,0.049996745,6.0486627,164.54198,276374,2.0425036
23,1,1967,1966,1,2.63,0.051120143,5.0649838,222.53125,287497.66,2.0425036
23,1,1971,1966,1,3.59,0.04824359,5.2565823,184.38873,284531,2.0425036
23,1,1964,1966,1,2.196,0.050292168,4.6289325,242.76926,292400.66,2.0425036
23,1,1961,1966,1,1.883,0.049457744,4.6294513,275.81827,297303.66,2.0425036
23,1,1973,1966,1,4.308,0.048737042,5.2502217,175.42383,279347,2.0425036
23,1,1970,1966,1,3.413,0.049091555,5.2427778,218.1062,284380,2.0425036
23,1,1968,1966,1,2.84,0.052075431,5.2616611,213.79295,285863.34,2.0425036
23,1,1960,1966,1,1.901,0.052617189,4.7045956,258.8006,298938,2.0425036
23,1,1965,1966,1,2.365,0.050227188,4.7259684,220.51706,290766.34,2.0425036
23,1,1972,1966,1,3.858,0.045418702,5.0588703,179.93253,283401,2.0425036
23,1,1969,1966,1,3.138,0.050988723,5.2834516,199.13885,284229,2.0425036
23,1,1963,1966,1,2.03,0.049329616,4.6400671,246.74071,294035,2.0425036
23,1,1959,1966,1,1.827,0.052920166,4.5957532,268.75076,294291.13,2.0425036
24,3,1966,1966,0,3.206,0.016343897,4.3264236,403.39041,231666.67,9.8622961
24,3,1960,1966,0,2.349,0.018383011,4.893106,455.4632,195390,9.8622961
24,3,1964,1966,0,2.812,0.017731683,4.6256437,429.64645,219574.44,9.8622961
24,3,1971,1966,0,4.881,0.014419002,4.0226526,285.85651,265621,9.8622961
24,3,1968,1966,0,3.751,0.015345332,4.1601725,339.97336,243758.89,9.8622961
24,3,1959,1966,0,2.267,0.020165822,4.8064079,495.17148,187445.69,9.8622961
24,3,1969,1966,0,4.199,0.015008328,4.1886172,314.03546,249805,9.8622961
24,3,1974,1966,0,6.368,0.016209694,4.3797626,195.05821,276194,9.8622961
24,3,1961,1966,0,2.447,0.017893247,4.8657079,431.62073,201436.11,9.8622961
24,3,1962,1966,0,2.574,0.018040447,4.7333241,429.94858,207482.23,9.8622961
24,3,1973,1966,0,5.805,0.015088576,4.0627208,202.69859,273230,9.8622961
24,3,1963,1966,0,2.657,0.018478228,4.7271481,430.22772,213528.33,9.8622961
24,3,1967,1966,0,3.438,0.01596847,4.3055325,325.19247,237712.77,9.8622961
24,3,1970,1966,0,4.558,0.014961355,4.0808997,316.46146,257713,9.8622961
24,3,1965,1966,0,2.98,0.017021082,4.4325733,373.71661,225620.56,9.8622961
24,3,1972,1966,0,5.281,0.014701836,4.0368791,208.33952,270004,9.8622961
24,3,1972,1966,1,5.281,0.014701836,4.0368791,133.71779,869950,0.71646404
24,3,1969,1966,1,4.199,0.015008328,4.1886172,158.69916,913339,0.71646404
24,3,1966,1966,1,3.206,0.016343897,4.3264236,189.20132,874620.31,0.71646404
24,3,1973,1966,1,5.805,0.015088576,4.0627208,130.03337,838632,0.71646404
24,3,1970,1966,1,4.558,0.014961355,4.0808997,162.78915,902530,0.71646404
24,3,1971,1966,1,4.881,0.014419002,4.0226526,140.32614,891721,0.71646404
24,3,1963,1966,1,2.657,0.018478228,4.7271481,217.91319,835901.69,0.71646404
24,3,1961,1966,1,2.447,0.017893247,4.8657079,212.13799,810089.19,0.71646404
24,3,1964,1966,1,2.812,0.017731683,4.6256437,211.56319,848807.88,0.71646404
24,3,1965,1966,1,2.98,0.017021082,4.4325733,212.98582,861714.13,0.71646404
24,3,1960,1966,1,2.349,0.018383011,4.893106,222.52066,797183,0.71646404
24,3,1968,1966,1,3.751,0.015345332,4.1601725,172.78104,900432.81,0.71646404
24,3,1974,1966,1,6.368,0.016209694,4.3797626,132.54263,807004,0.71646404
24,3,1959,1966,1,2.267,0.020165822,4.8064079,234.08087,768455.19,0.71646404
24,3,1967,1966,1,3.438,0.01596847,4.3055325,189.46143,887526.56,0.71646404
24,3,1962,1966,1,2.574,0.018040447,4.7333241,224.22762,822995.44,0.71646404
25,1,1959,1966,0,2.415,0.033119258,6.0586681,407.01099,40645.902,12.881639
25,1,1966,1966,0,3.305,0.031334542,6.2233677,359.18875,61467.668,12.881639
25,1,1970,1966,0,4.472,0.031233363,6.3345823,295.75839,73402,12.881639
25,1,1963,1966,0,2.783,0.032713756,6.3026624,326.61157,52194.332,12.881639
25,1,1960,1966,0,2.496,0.033018827,6.1127558,341.5531,42921,12.881639
25,1,1969,1966,0,4.185,0.031628598,6.3787284,294.81989,70741,12.881639
25,1,1973,1966,0,5.541,0.031294111,6.4282598,265.10129,79120,12.881639
25,1,1967,1966,0,3.557,0.031374469,6.3311515,349.69382,64558.777,12.881639
25,1,1974,1966,0,6.011,0.030292397,6.4100447,197.59898,81176,12.881639
25,1,1961,1966,0,2.59,0.032850884,6.1346622,357.97202,46012.109,12.881639
25,1,1971,1966,0,4.743,0.031017834,6.3774757,266.91852,76063,12.881639
25,1,1962,1966,0,2.718,0.033066634,6.1788998,359.52563,49103.223,12.881639
25,1,1964,1966,0,2.916,0.031810254,6.3382397,302.56662,55285.445,12.881639
25,1,1968,1966,0,3.872,0.031235091,6.3157353,337.18146,67649.891,12.881639
25,1,1972,1966,0,5.102,0.031411886,6.3896289,225.58502,77953,12.881639
25,1,1967,1966,1,3.557,0.031374469,6.3311515,179.76137,1498333.6,1.5418177
25,1,1973,1966,1,5.541,0.031294111,6.4282598,137.80217,1391478,1.5418177
25,1,1972,1966,1,5.102,0.031411886,6.3896289,139.22426,1430800,1.5418177
25,1,1965,1966,1,3.081,0.031109707,6.2361155,199.64299,1481070.4,1.5418177
25,1,1966,1966,1,3.305,0.031334542,6.2233677,189.00133,1489702,1.5418177
25,1,1963,1966,1,2.783,0.032713756,6.3026624,198.08539,1463807,1.5418177
25,1,1960,1966,1,2.496,0.033018827,6.1127558,207.73555,1437912,1.5418177
25,1,1959,1966,1,2.415,0.033119258,6.0586681,216.5529,1403011.4,1.5418177
25,1,1968,1966,1,3.872,0.031235091,6.3157353,178.29579,1506965.4,1.5418177
25,1,1962,1966,1,2.718,0.033066634,6.1788998,211.22614,1455175.4,1.5418177
25,1,1961,1966,1,2.59,0.032850884,6.1346622,215.47316,1446543.6,1.5418177
25,1,1971,1966,1,4.743,0.031017834,6.3774757,149.9057,1468301,1.5418177
25,1,1969,1966,1,4.185,0.031628598,6.3787284,168.04831,1515597,1.5418177
25,1,1974,1966,1,6.011,0.030292397,6.4100447,131.85049,1343337,1.5418177
25,1,1964,1966,1,2.916,0.031810254,6.3382397,184.0616,1472438.6,1.5418177
25,1,1970,1966,1,4.472,0.031233363,6.3345823,158.96004,1491949,1.5418177
26,2,1968,1966,0,3.919,0.025469797,4.6574163,329.55432,343726.78,8.7691174
26,2,1964,1966,0,2.959,0.026603142,4.5644946,322.52042,309625.88,8.7691174
26,2,1970,1966,0,4.198,0.024494812,4.4936743,333.42435,359653,8.7691174
26,2,1966,1966,0,3.458,0.026021574,4.5959277,346.09125,326676.34,8.7691174
26,2,1969,1966,0,4.147,0.025261013,4.6314878,328.79266,352252,8.7691174
26,2,1965,1966,0,3.225,0.026368139,4.6366763,317.75482,318151.13,8.7691174
26,2,1960,1966,0,2.437,0.028121507,4.915,374.7543,275525,8.7691174
26,2,1974,1966,0,5.926,0.025687594,4.9972248,279.95108,375110,8.7691174
26,2,1971,1966,0,4.501,0.024855224,4.5644445,309.53882,367072,8.7691174
26,2,1967,1966,0,3.566,0.025683995,4.6032462,328.86942,335201.56,8.7691174
26,2,1963,1966,0,2.735,0.026967149,4.6703424,304.62772,301100.66,8.7691174
26,2,1962,1966,0,2.596,0.02734126,4.9689012,312.50375,292575.44,8.7691174
26,2,1959,1966,0,2.353,0.028001897,4.8625622,360.04553,260438.61,8.7691174
26,2,1961,1966,0,2.428,0.027347812,5.0144796,316.79865,284050.22,8.7691174
26,2,1972,1966,0,4.97,0.024820689,4.6328263,308.93988,372210,8.7691174
26,2,1973,1966,0,5.552,0.024802046,4.6993814,323.61737,373822,8.7691174
26,2,1960,1966,1,2.437,0.028121507,4.915,217.96262,2316271,0.85521525
26,2,1964,1966,1,2.959,0.026603142,4.5644946,203.48062,2345923,0.85521525
26,2,1963,1966,1,2.735,0.026967149,4.6703424,207.28314,2338510,0.85521525
26,2,1969,1966,1,4.147,0.025261013,4.6314878,182.60567,2382988,0.85521525
26,2,1966,1966,1,3.458,0.026021574,4.5959277,195.41513,2360749,0.85521525
26,2,1973,1966,1,5.552,0.024802046,4.6993814,153.20126,2198128,0.85521525
26,2,1968,1966,1,3.919,0.025469797,4.6574163,182.76501,2375575,0.85521525
